prm_name,benchmark,agg_rule,matched_flip_at_32,ci_lo,ci_hi,n_eligible,dest_to_deleted_rate,dest_to_other_rate,native_validation_mismatch
internlm2_1_8b_reward,gsm8k,native,0.027855153203342618,0.011142061281337047,0.04456824512534819,359,0.027855153203342618,0.0,0
internlm2_1_8b_reward,gsm8k,product,0.32590529247910865,0.2757660167130919,0.3788300835654596,359,0.31197771587743733,0.013927576601671309,0
internlm2_1_8b_reward,gsm8k,gm,0.0584958217270195,0.036211699164345405,0.08356545961002786,359,0.04178272980501393,0.016713091922005572,0
internlm2_1_8b_reward,gsm8k,min,0.11420612813370473,0.0807799442896936,0.14763231197771587,359,0.0947075208913649,0.019498607242339833,0
internlm2_1_8b_reward,gsm8k,last,0.027855153203342618,0.013927576601671309,0.04456824512534819,359,0.027855153203342618,0.0,0
internlm2_1_8b_reward,gsm8k,mean_log,0.0584958217270195,0.036211699164345405,0.08356545961002786,359,0.04178272980501393,0.016713091922005572,0
internlm2_7b_reward,gsm8k,native,0.017632241813602016,0.005037783375314861,0.0327455919395466,397,0.017632241813602016,0.0,0
internlm2_7b_reward,gsm8k,product,0.1561712846347607,0.12342569269521411,0.19143576826196473,397,0.13602015113350127,0.020151133501259445,0
internlm2_7b_reward,gsm8k,gm,0.0654911838790932,0.042821158690176324,0.0906801007556675,397,0.04030226700251889,0.02518891687657431,0
internlm2_7b_reward,gsm8k,min,0.0654911838790932,0.04030226700251889,0.0906801007556675,397,0.055415617128463476,0.010075566750629723,0
internlm2_7b_reward,gsm8k,last,0.017632241813602016,0.005037783375314861,0.030226700251889168,397,0.017632241813602016,0.0,0
internlm2_7b_reward,gsm8k,mean_log,0.0654911838790932,0.042821158690176324,0.0906801007556675,397,0.04030226700251889,0.02518891687657431,0
math_shepherd,gsm8k,native,0.045180722891566265,0.024096385542168676,0.06927710843373494,332,0.045180722891566265,0.0,0
math_shepherd,gsm8k,product,0.10240963855421686,0.06927710843373494,0.1355421686746988,332,0.09036144578313253,0.012048192771084338,0
math_shepherd,gsm8k,gm,0.0391566265060241,0.018072289156626505,0.060240963855421686,332,0.030120481927710843,0.009036144578313253,0
math_shepherd,gsm8k,min,0.045180722891566265,0.024096385542168676,0.06927710843373494,332,0.045180722891566265,0.0,0
math_shepherd,gsm8k,last,0.04819277108433735,0.02710843373493976,0.07228915662650602,332,0.024096385542168676,0.024096385542168676,0
math_shepherd,gsm8k,mean_log,0.0391566265060241,0.018072289156626505,0.060240963855421686,332,0.030120481927710843,0.009036144578313253,0
qwen_prm,gsm8k,native,0.014814814814814815,0.0049382716049382715,0.027160493827160494,405,0.014814814814814815,0.0,0
qwen_prm,gsm8k,product,0.03950617283950617,0.022222222222222223,0.06172839506172839,405,0.03209876543209877,0.007407407407407408,0
qwen_prm,gsm8k,gm,0.03209876543209877,0.014814814814814815,0.04938271604938271,405,0.01728395061728395,0.014814814814814815,0
qwen_prm,gsm8k,min,0.014814814814814815,0.0049382716049382715,0.027160493827160494,405,0.014814814814814815,0.0,0
qwen_prm,gsm8k,last,0.0049382716049382715,0.0,0.012345679012345678,405,0.0,0.0049382716049382715,0
qwen_prm,gsm8k,mean_log,0.03209876543209877,0.01728395061728395,0.04938271604938271,405,0.01728395061728395,0.014814814814814815,0
rlhflow_prm,gsm8k,native,0.01282051282051282,0.002564102564102564,0.02564102564102564,390,0.01282051282051282,0.0,0
rlhflow_prm,gsm8k,product,0.04358974358974359,0.023076923076923078,0.06666666666666667,390,0.028205128205128206,0.015384615384615385,0
rlhflow_prm,gsm8k,gm,0.028205128205128206,0.01282051282051282,0.046153846153846156,390,0.005128205128205128,0.023076923076923078,0
rlhflow_prm,gsm8k,min,0.01282051282051282,0.002564102564102564,0.02564102564102564,390,0.01282051282051282,0.0,0
rlhflow_prm,gsm8k,last,0.010256410256410256,0.0,0.020512820512820513,390,0.005128205128205128,0.005128205128205128,0
rlhflow_prm,gsm8k,mean_log,0.028205128205128206,0.01282051282051282,0.046153846153846156,390,0.005128205128205128,0.023076923076923078,0
skywork_prm,gsm8k,native,0.08115942028985507,0.05217391304347826,0.11014492753623188,345,0.08115942028985507,0.0,0
skywork_prm,gsm8k,product,0.24057971014492754,0.19420289855072465,0.28695652173913044,345,0.22028985507246376,0.020289855072463767,0
skywork_prm,gsm8k,gm,0.09565217391304348,0.06666666666666667,0.1246376811594203,345,0.0782608695652174,0.017391304347826087,0
skywork_prm,gsm8k,min,0.08115942028985507,0.05507246376811594,0.11014492753623188,345,0.08115942028985507,0.0,0
skywork_prm,gsm8k,last,0.02318840579710145,0.008695652173913044,0.04057971014492753,345,0.005797101449275362,0.017391304347826087,0
skywork_prm,gsm8k,mean_log,0.09565217391304348,0.06666666666666667,0.1246376811594203,345,0.0782608695652174,0.017391304347826087,0
skywork_prm_1_5b,gsm8k,native,0.09451219512195122,0.06402439024390244,0.12804878048780488,328,0.09451219512195122,0.0,0
skywork_prm_1_5b,gsm8k,product,0.21951219512195122,0.17682926829268292,0.2682926829268293,328,0.21036585365853658,0.009146341463414634,0
skywork_prm_1_5b,gsm8k,gm,0.11585365853658537,0.08231707317073171,0.1524390243902439,328,0.09146341463414634,0.024390243902439025,0
skywork_prm_1_5b,gsm8k,min,0.09451219512195122,0.06402439024390244,0.125,328,0.09451219512195122,0.0,0
skywork_prm_1_5b,gsm8k,last,0.036585365853658534,0.018292682926829267,0.057926829268292686,328,0.018292682926829267,0.018292682926829267,0
skywork_prm_1_5b,gsm8k,mean_log,0.11585365853658537,0.07926829268292683,0.15548780487804878,328,0.09146341463414634,0.024390243902439025,0
internlm2_1_8b_reward,math500,native,0.19298245614035087,0.15087719298245614,0.23508771929824562,285,0.19298245614035087,0.0,0
internlm2_1_8b_reward,math500,product,0.312280701754386,0.2631578947368421,0.36140350877192984,285,0.29473684210526313,0.017543859649122806,0
internlm2_1_8b_reward,math500,gm,0.13333333333333333,0.09473684210526316,0.17543859649122806,285,0.11228070175438597,0.021052631578947368,0
internlm2_1_8b_reward,math500,min,0.10175438596491228,0.07017543859649122,0.1368421052631579,285,0.07719298245614035,0.02456140350877193,0
internlm2_1_8b_reward,math500,last,0.19298245614035087,0.14385964912280702,0.23859649122807017,285,0.19298245614035087,0.0,0
internlm2_1_8b_reward,math500,mean_log,0.13333333333333333,0.09824561403508772,0.17192982456140352,285,0.11228070175438597,0.021052631578947368,0
internlm2_7b_reward,math500,native,0.09446254071661238,0.06188925081433225,0.1270358306188925,307,0.09446254071661238,0.0,0
internlm2_7b_reward,math500,product,0.20195439739413681,0.15960912052117263,0.247557003257329,307,0.17263843648208468,0.029315960912052116,0
internlm2_7b_reward,math500,gm,0.09771986970684039,0.06514657980456026,0.13029315960912052,307,0.0749185667752443,0.02280130293159609,0
internlm2_7b_reward,math500,min,0.0781758957654723,0.048859934853420196,0.11074918566775244,307,0.05863192182410423,0.019543973941368076,0
internlm2_7b_reward,math500,last,0.09446254071661238,0.06514657980456026,0.1270358306188925,307,0.09446254071661238,0.0,0
internlm2_7b_reward,math500,mean_log,0.09771986970684039,0.06840390879478828,0.13355048859934854,307,0.0749185667752443,0.02280130293159609,0
math_shepherd,math500,native,0.09342560553633218,0.058823529411764705,0.12802768166089964,289,0.09342560553633218,0.0,0
math_shepherd,math500,product,0.19377162629757785,0.14878892733564014,0.23875432525951557,289,0.15916955017301038,0.03460207612456748,0
math_shepherd,math500,gm,0.11072664359861592,0.0726643598615917,0.14878892733564014,289,0.09342560553633218,0.01730103806228374,0
math_shepherd,math500,min,0.09342560553633218,0.06228373702422145,0.1245674740484429,289,0.09342560553633218,0.0,0
math_shepherd,math500,last,0.06920415224913495,0.04152249134948097,0.10034602076124567,289,0.05190311418685121,0.01730103806228374,0
math_shepherd,math500,mean_log,0.11072664359861592,0.0726643598615917,0.14878892733564014,289,0.09342560553633218,0.01730103806228374,0
qwen_prm,math500,native,0.03761755485893417,0.018808777429467086,0.05642633228840126,319,0.03761755485893417,0.0,0
qwen_prm,math500,product,0.08150470219435736,0.05329153605015674,0.11285266457680251,319,0.05642633228840126,0.025078369905956112,0
qwen_prm,math500,gm,0.06896551724137931,0.04075235109717868,0.09717868338557993,319,0.034482758620689655,0.034482758620689655,0
qwen_prm,math500,min,0.03761755485893417,0.018808777429467086,0.05956112852664577,319,0.03761755485893417,0.0,0
qwen_prm,math500,last,0.0,0.0,0.0,319,0.0,0.0,0
qwen_prm,math500,mean_log,0.06896551724137931,0.0438871473354232,0.09717868338557993,319,0.034482758620689655,0.034482758620689655,0
rlhflow_prm,math500,native,0.04,0.018461538461538463,0.06153846153846154,325,0.04,0.0,0
rlhflow_prm,math500,product,0.12615384615384614,0.09230769230769231,0.16307692307692306,325,0.11076923076923077,0.015384615384615385,0
rlhflow_prm,math500,gm,0.052307692307692305,0.03076923076923077,0.07692307692307693,325,0.03076923076923077,0.021538461538461538,0
rlhflow_prm,math500,min,0.04,0.018461538461538463,0.06153846153846154,325,0.04,0.0,0
rlhflow_prm,math500,last,0.033846153846153845,0.015384615384615385,0.055384615384615386,325,0.012307692307692308,0.021538461538461538,0
rlhflow_prm,math500,mean_log,0.052307692307692305,0.03076923076923077,0.08,325,0.03076923076923077,0.021538461538461538,0
skywork_prm,math500,native,0.10211267605633803,0.06690140845070422,0.13732394366197184,284,0.10211267605633803,0.0,0
skywork_prm,math500,product,0.18309859154929578,0.14084507042253522,0.2323943661971831,284,0.15492957746478872,0.028169014084507043,0
skywork_prm,math500,gm,0.09859154929577464,0.06690140845070422,0.13380281690140844,284,0.08098591549295775,0.017605633802816902,0
skywork_prm,math500,min,0.10211267605633803,0.06690140845070422,0.13732394366197184,284,0.10211267605633803,0.0,0
skywork_prm,math500,last,0.0528169014084507,0.028169014084507043,0.08098591549295775,284,0.01056338028169014,0.04225352112676056,0
skywork_prm,math500,mean_log,0.09859154929577464,0.06690140845070422,0.13380281690140844,284,0.08098591549295775,0.017605633802816902,0
skywork_prm_1_5b,math500,native,0.14007782101167315,0.10116731517509728,0.17898832684824903,257,0.14007782101167315,0.0,0
skywork_prm_1_5b,math500,product,0.21011673151750973,0.16342412451361868,0.26459143968871596,257,0.1867704280155642,0.023346303501945526,0
skywork_prm_1_5b,math500,gm,0.08949416342412451,0.054474708171206226,0.1245136186770428,257,0.07782101167315175,0.011673151750972763,0
skywork_prm_1_5b,math500,min,0.14007782101167315,0.09727626459143969,0.1828793774319066,257,0.14007782101167315,0.0,0
skywork_prm_1_5b,math500,last,0.04669260700389105,0.023346303501945526,0.07392996108949416,257,0.023346303501945526,0.023346303501945526,0
skywork_prm_1_5b,math500,mean_log,0.08949416342412451,0.054474708171206226,0.12840466926070038,257,0.07782101167315175,0.011673151750972763,0
